symbol,cum_return,sharpe,max_drawdown,train_rewards_mean,hp_WINDOW_SIZE,hp_MAX_STEPS,hp_INITIAL_EPS,hp_MIN_EPS,hp_DECAY_RATE,hp_BUFFER_SIZE,hp_BATCH_SIZE,hp_LR,hp_GAMMA,hp_TARGET_FREQ,hp_HIDDEN_DIM,history
ADAUSDT,0.0,0.0,0.0,nan,29,191,1.0,0.11389832590360968,0.8733767262878772,2000,89,0.0004885273148933994,0.8114005633711676,500,128,-1980717.5672272285;-149829433767.47485;-84539017.87670061;-274969134873.7526;-43183.74390102301;-12.597826676320112;-0.30230837626010854;-101174.38753284088;16.379054997716654;nan;13.582124311469855;-5.82404963475161;-30.4316648735207;-6.831976281523735;nan;nan;-5.615831929195711;-289.10694801024545;-57.39051377753463;-18.344477934156906;-4.57467050930801;nan;-29.735264461024567;-0.8435157121676662;-6.222691098235206;42.338024704188165;9.800844665834033;-159.89083534256218;-1429.4060894517254;-7.716766322407727;2.147440966878194;11.82757018196443;-2.2849656204910813;-1.4883007072343504;-3.5822897231610025;-24.598891146798138;-3.8290567085677836;-32.9481833486462;2.4817556800955067;1.6645573270498377;19.6706866000454;-26.59918967606766;nan;-5.017209724958652;-64.25889307182291;5.088067708996519;66.21567650915597;-3.192187923562691;-282.25015381291104;-1.9347150864684317;4.29219959199785;-904.085338686258;-1048.1785966147058;-35.355877512329926;-6.898873345449359;-1.7081045628263474;-330.69219879224926;13.009597576696661;16.56335195220171;-80.59028720467009;2.833374353912065;11.558953813725516;-7.048753374907541;-4.960073998519629;7.945692634859832;28.064279685265227;-4.614789212778706;-18.653880942310508;-431.60156635395685;-8.801442940539014;-63.614869860239786;1.0386028167197328;-17.96867484440251;-6.400971901816023;-115.65968122374855;27.840245512894626;-16.22799977101739;-756.0896141312038;-70.05279986041079;-8.179734739503735;-20.632726537295056;-6.3697168485888085;33.95625638688409;-8.417157626572504;-24.7535193380401;-5.427171254838939;6.259299719613146;-36.095119654773946;-74.56284006696863;-76.07810177578425;8.448459655049202;10.97945621767288;-40.49741037886021;-31.89952249840527;-168.04748256619536;-28.095419669799583;-1.1094926186950904;-2.349866117556492;-15.235200983287053;-767.5609767574662;-2.963065276150541;1.993107657053828;-10.80645101429748;-15.48342601159379;-18.2144672612574;-25.9842984027185;nan;2.2461181524299128;nan;-20.373768878362263;2.6138910096151466;-23.314929259329;-6.571812740436655;-163.7235941321452;31.228979040513693;-5.64816160284307;-2.2633646554847875;-1.2533089592750675;3.972605842160397;-47.800066445089314;-51.52694595834649;-17.269282901935632;57.568410620721764;-20.237029530370922;0.16849946897502288;216.98548359881136;-4.28770661616554;-4.666406417160131;-26.1476727997423;-1.1311044039952936;-18.894849057619602;6.899417262603535;264.63334631537737;-11.399525120272632;-237.54769505914888;1.789895824914101;-883.289438628467;-3.492044982501091;27.971939396939035;-39.36876468037005;-1.4580712447963444;-25.167245835362355;3.259099119080034;-0.22940161528958924;-2.405696172552564;138.24345567498207;-14.108534949930373;-126.44574116770522;-0.9199687142875623;-5.006984453248267;-0.7220871777061537;-4.363962392957983;4.097980031424335;-37.07277508164261;-235.37282518152182;-1.5444964972868012;-6.400328494781334;37.815667558566176;-1.0140160948027117;-118.62228025152393;-18.774139967165503;-2.811371245246983;4.355374987369781;-53.44527681147455;1.2539504420457543;-1.1721543246381632;-27.496553597637018;-0.3097301420235469;-338.27346620597433;16.790335171351913;-10.017527467315556;-0.9652216675394775;-207.05457536614372;-46.110111692845514;4.426272893399187;-2.449922611472271;-20.513503868710956;22.714785246526077;-58.209069775388826;-12.520752179862896;-22.754003665076425;-10.56186135631386;0.735492442902689;10.477047791923544;-15.39976409118488;-1.5298706663906836;9.668430144419002;-21.820608528931352;132.6148037738372;20.34282798660048;-15.678886432410955;0.8402239187179315;nan;-23.555151944041373;17.56839487320339;-6.496703614443116;-81.48204629097376;-23.5951628523716;-49.30235322982729;585.2415068621883
